sample_index,filename,original_label,synthetic_label,anomaly_type,human_label,human_label_available,original_class_name,synthetic_class_name,human_class_name
5912,snake_s_000056.png,78,78,clean,46,True,snake,snake,man
5913,white_woman_s_000715.png,98,65,random_flip,85,True,woman,rabbit,tank
5914,golden_delicious_s_001671.png,0,0,clean,82,True,apple,apple,sunflower
5915,dolphin_s_001226.png,30,30,clean,16,True,dolphin,dolphin,can
5916,coluber_constrictor_s_001274.png,78,78,clean_hard,36,True,snake,snake,hamster
5917,opossum_s_000279.png,64,38,gross,28,True,possum,kangaroo,cup
5918,power_mower_s_000586.png,41,2,ood,60,True,lawn_mower,baby,plain
5919,dungeness_crab_s_000337.png,26,99,near_miss,37,True,crab,worm,house
5920,bos_taurus_s_000201.png,19,72,random_flip,23,True,cattle,seal,cloud
5921,baby_s_000104.png,2,42,random_flip,88,True,baby,leopard,tiger
5922,cows_s_000536.png,19,19,clean,25,True,cattle,cattle,couch
5923,mus_musculus_s_000447.png,50,50,clean,89,True,mouse,mouse,tractor
5924,tulipa_clusiana_s_000101.png,92,53,gross,46,True,tulip,orange,man
5925,freight_train_s_000308.png,90,70,gross,19,True,train,rose,cattle
5926,roach_s_000427.png,24,24,clean,35,True,cockroach,cockroach,girl
5927,mus_musculus_s_000668.png,50,0,ood,19,True,mouse,apple,cattle
5928,syrian_hamster_s_000444.png,36,36,clean,72,True,hamster,hamster,seal
5929,palm_tree_s_000287.png,56,91,gross,50,True,palm_tree,trout,mouse
5930,keyboard_s_001547.png,39,39,clean,66,True,keyboard,keyboard,raccoon
5931,turbatrix_aceti_s_000001.png,99,62,random_flip,58,True,worm,poppy,pickup_truck
5932,red_fox_s_000392.png,34,34,clean_hard,99,True,fox,fox,worm
5933,navel_orange_s_000256.png,53,14,ood,66,True,orange,butterfly,raccoon
5934,private_road_s_000802.png,68,50,random_flip,36,True,road,mouse,hamster
5935,skyscraper_s_000843.png,76,19,gross,13,True,skyscraper,cattle,bus
5936,turbatrix_aceti_s_000014.png,99,56,random_flip,26,True,worm,palm_tree,crab
5937,drawbridge_s_002277.png,12,12,clean,57,True,bridge,bridge,pear
5938,television_s_000308.png,87,87,clean,24,True,television,television,cockroach
5939,skyscraper_s_000318.png,76,12,near_miss,36,True,skyscraper,bridge,hamster
5940,reclining_chair_s_000661.png,20,20,clean,3,True,chair,chair,bear
5941,bosc_s_001254.png,57,51,near_miss,1,True,pear,mushroom,aquarium_fish
5942,minibus_s_000735.png,13,13,clean,97,True,bus,bus,wolf
5943,chimp_s_000555.png,21,21,clean,25,True,chimpanzee,chimpanzee,couch
5944,cirrocumulus_s_000078.png,23,23,clean,41,True,cloud,cloud,lawn_mower
5945,chimpanzee_s_000122.png,21,21,clean_hard,53,True,chimpanzee,chimpanzee,orange
5946,bos_taurus_s_000707.png,19,19,clean_hard,37,True,cattle,cattle,house
5947,bowl_s_000209.png,10,20,gross,13,True,bowl,chair,bus
5948,lamp_s_001759.png,40,40,clean,30,True,lamp,lamp,dolphin
5949,kangaroo_s_000326.png,38,53,random_flip,90,True,kangaroo,orange,train
5950,golden_delicious_s_001800.png,0,57,near_miss,1,True,apple,pear,aquarium_fish
5951,lobster_s_002215.png,45,27,ood,20,True,lobster,crocodile,chair
5952,house_s_001261.png,37,4,gross,26,True,house,beaver,crab
5953,nullarbor_plain_s_001357.png,60,60,clean,60,True,plain,plain,plain
5954,palm_tree_s_001205.png,56,52,near_miss,71,True,palm_tree,oak_tree,sea
5955,cockroach_s_001059.png,24,24,clean_hard,19,True,cockroach,cockroach,cattle
5956,snail_s_000050.png,77,32,random_flip,21,True,snail,flatfish,chimpanzee
5957,mako_shark_s_001069.png,73,73,clean,33,True,shark,shark,forest
5958,tank_s_001254.png,85,6,ood,58,True,tank,bee,pickup_truck
5959,cirrostratus_s_001146.png,23,23,clean,3,True,cloud,cloud,bear
5960,bed_s_001796.png,5,5,clean,8,True,bed,bed,bicycle
5961,cloud_s_000152.png,23,34,gross,86,True,cloud,fox,telephone
5962,argiope_aurantia_s_000337.png,79,79,clean,29,True,spider,spider,dinosaur
5963,golden_willow_s_001566.png,96,96,clean,30,True,willow_tree,willow_tree,dolphin
5964,bear_cub_s_000371.png,3,3,clean,85,True,bear,bear,tank
5965,young_girl_s_001210.png,35,35,clean,33,True,girl,girl,forest
5966,cankerworm_s_000519.png,18,18,clean_hard,88,True,caterpillar,caterpillar,tiger
5967,telephone_set_s_000403.png,86,86,clean,55,True,telephone,telephone,otter
5968,brown_snail_s_000118.png,77,77,clean,69,True,snail,snail,rocket
5969,motor_mower_s_000138.png,41,48,near_miss,58,True,lawn_mower,motorcycle,pickup_truck
5970,mackerel_shark_s_001043.png,73,73,clean,90,True,shark,shark,train
5971,pickup_s_000794.png,58,58,clean_hard,97,True,pickup_truck,pickup_truck,wolf
5972,crocodile_s_002030.png,27,27,clean,53,True,crocodile,crocodile,orange
5973,bear_cub_s_000059.png,3,3,clean_hard,95,True,bear,bear,whale
5974,chimpanzee_s_000421.png,21,94,random_flip,76,True,chimpanzee,wardrobe,skyscraper
5975,moped_s_000030.png,48,48,clean,35,True,motorcycle,motorcycle,girl
5976,rainbow_trout_s_000166.png,91,19,random_flip,5,True,trout,cattle,bed
5977,motor_mower_s_000021.png,41,41,clean,24,True,lawn_mower,lawn_mower,cockroach
5978,striped_skunk_s_000074.png,75,5,gross,88,True,skunk,bed,tiger
5979,bos_taurus_s_000069.png,19,19,clean,22,True,cattle,cattle,clock
5980,lioness_s_000003.png,43,57,random_flip,92,True,lion,pear,tulip
5981,minibus_s_001966.png,13,13,clean,90,True,bus,bus,train
5982,tv_s_000186.png,87,87,clean,61,True,television,television,plate
5983,lift_bridge_s_001689.png,12,12,clean,70,True,bridge,bridge,rose
5984,iguana_s_000586.png,44,59,gross,4,True,lizard,pine_tree,beaver
5985,castle_s_001413.png,17,17,clean,79,True,castle,castle,spider
5986,cichlid_fish_s_000508.png,1,1,clean,55,True,aquarium_fish,aquarium_fish,otter
5987,wolf_pup_s_001727.png,97,42,gross,33,True,wolf,leopard,forest
5988,dozer_s_001079.png,89,52,ood,51,True,tractor,oak_tree,mushroom
5989,anjou_s_001662.png,57,57,clean_hard,77,True,pear,pear,snail
5990,breakfast_table_s_000263.png,84,84,clean,48,True,table,table,motorcycle
5991,camel_s_001859.png,15,46,ood,61,True,camel,man,plate
5992,fieldmouse_s_000196.png,50,50,clean,18,True,mouse,mouse,caterpillar
5993,gray_wolf_s_000052.png,97,43,near_miss,84,True,wolf,lion,table
5994,hedgehog_s_000394.png,63,63,clean,36,True,porcupine,porcupine,hamster
5995,beetle_s_000510.png,7,7,clean,84,True,beetle,beetle,table
5996,panthera_leo_s_001390.png,43,43,clean,8,True,lion,lion,bicycle
5997,man_s_000266.png,46,99,random_flip,95,True,man,worm,whale
5998,pickup_truck_s_000620.png,58,58,clean,43,True,pickup_truck,pickup_truck,lion
5999,sea_s_001517.png,71,93,ood,66,True,sea,turtle,raccoon
6000,leopard_s_001011.png,42,42,clean,96,True,leopard,leopard,willow_tree
6001,lawn_mower_s_000142.png,41,61,ood,34,True,lawn_mower,plate,fox
6002,telephone_s_001159.png,86,39,near_miss,2,True,telephone,keyboard,baby
6003,lift_bridge_s_002002.png,12,68,random_flip,34,True,bridge,road,fox
6004,adriatic_sea_s_000044.png,71,2,ood,65,True,sea,baby,rabbit
6005,goblet_s_000780.png,28,10,near_miss,39,True,cup,bowl,keyboard
6006,clavier_s_000262.png,39,39,clean,37,True,keyboard,keyboard,house
6007,space_probe_s_000043.png,69,85,near_miss,49,True,rocket,tank,mountain
6008,plate_iron_s_000345.png,61,61,clean,52,True,plate,plate,oak_tree
6009,porcupine_s_001010.png,63,63,clean,73,True,porcupine,porcupine,shark
6010,camel_s_001585.png,15,21,near_miss,98,True,camel,chimpanzee,woman
6011,pickup_truck_s_001431.png,58,13,near_miss,58,True,pickup_truck,bus,pickup_truck
6012,forest_s_000086.png,33,33,clean_hard,34,True,forest,forest,fox
6013,cirrostratus_s_000760.png,23,23,clean,89,True,cloud,cloud,tractor
6014,cricetus_cricetus_s_000388.png,36,36,clean_hard,34,True,hamster,hamster,fox
6015,panthera_leo_s_000856.png,43,43,clean,38,True,lion,lion,kangaroo
6016,panthera_tigris_s_000767.png,88,88,clean,31,True,tiger,tiger,elephant
6017,mephitis_mephitis_s_000823.png,75,75,clean_hard,22,True,skunk,skunk,clock
6018,hedgehog_s_000839.png,63,63,clean,28,True,porcupine,porcupine,cup
6019,clock_s_001753.png,22,87,near_miss,78,True,clock,television,snake
6020,racoon_s_000128.png,66,73,ood,55,True,raccoon,shark,otter
6021,white_woman_s_000053.png,98,98,clean,66,True,woman,woman,raccoon
6022,skunk_s_002469.png,75,75,clean,97,True,skunk,skunk,wolf
6023,streetcar_s_001017.png,81,81,clean_hard,21,True,streetcar,streetcar,chimpanzee
6024,arabian_camel_s_000550.png,15,35,random_flip,89,True,camel,girl,tractor
6025,tree_squirrel_s_001178.png,80,55,random_flip,57,True,squirrel,otter,pear
6026,house_s_000693.png,37,68,near_miss,22,True,house,road,clock
6027,clock_s_001721.png,22,22,clean,11,True,clock,clock,boy
6028,caterpillar_s_001754.png,18,87,ood,71,True,caterpillar,television,sea
6029,porcupine_s_000714.png,63,89,random_flip,51,True,porcupine,tractor,mushroom
6030,trout_s_001140.png,91,91,clean_hard,46,True,trout,trout,man
6031,lift_bridge_s_000315.png,12,72,random_flip,57,True,bridge,seal,pear
6032,morel_s_000268.png,51,47,gross,4,True,mushroom,maple_tree,beaver
6033,willow_tree_s_001899.png,96,99,gross,76,True,willow_tree,worm,skyscraper
6034,television_s_001285.png,87,87,clean_hard,94,True,television,television,wardrobe
6035,spotted_skunk_s_000111.png,75,24,random_flip,96,True,skunk,cockroach,willow_tree
6036,stingray_s_000914.png,67,73,near_miss,46,True,ray,shark,man
6037,stegosaur_s_000701.png,29,29,clean,76,True,dinosaur,dinosaur,skyscraper
6038,easy_chair_s_000293.png,20,20,clean_hard,94,True,chair,chair,wardrobe
6039,mephitis_mephitis_s_000082.png,75,75,clean,62,True,skunk,skunk,poppy
6040,lapin_s_000914.png,65,65,clean,65,True,rabbit,rabbit,rabbit
6041,mushroom_s_000498.png,51,51,clean_hard,95,True,mushroom,mushroom,whale
6042,bowl_s_000581.png,10,10,clean_hard,92,True,bowl,bowl,tulip
6043,dessert_plate_s_000258.png,61,16,random_flip,25,True,plate,can,couch
6044,lady_tulip_s_000102.png,92,43,random_flip,55,True,tulip,lion,otter
6045,pine_s_001343.png,59,59,clean,96,True,pine_tree,pine_tree,willow_tree
6046,chimpanzee_s_000221.png,21,31,near_miss,65,True,chimpanzee,elephant,rabbit
6047,squirrel_s_002282.png,80,18,random_flip,82,True,squirrel,caterpillar,sunflower
6048,orchid_s_000275.png,54,70,gross,77,True,orchid,rose,snail
6049,twin_towers_s_001924.png,76,76,clean_hard,20,True,skyscraper,skyscraper,chair
6050,oriental_cockroach_s_000005.png,24,14,near_miss,52,True,cockroach,butterfly,oak_tree
6051,castor_fiber_s_000895.png,4,5,gross,61,True,beaver,bed,plate
6052,mourning_cloak_s_001227.png,14,14,clean_hard,20,True,butterfly,butterfly,chair
6053,snail_s_001151.png,77,45,near_miss,80,True,snail,lobster,squirrel
6054,bulldozer_s_000243.png,89,89,clean,41,True,tractor,tractor,lawn_mower
6055,adriatic_sea_s_001030.png,71,33,near_miss,95,True,sea,forest,whale
6056,bear_cub_s_001544.png,3,3,clean_hard,71,True,bear,bear,sea
6057,sunflower_s_000124.png,82,82,clean,58,True,sunflower,sunflower,pickup_truck
6058,baby_s_000321.png,35,35,clean,54,True,girl,girl,orchid
6059,carphophis_amoenus_s_000259.png,78,44,near_miss,72,True,snake,lizard,seal
6060,neomys_fodiens_s_000164.png,74,11,ood,47,True,shrew,boy,maple_tree
6061,seal_s_001010.png,72,57,gross,23,True,seal,pear,cloud
6062,boardinghouse_s_001243.png,37,37,clean,85,True,house,house,tank
6063,skyscraper_s_000347.png,76,76,clean,31,True,skyscraper,skyscraper,elephant
6064,goblet_s_001193.png,28,12,ood,64,True,cup,bridge,possum
6065,pinon_s_000516.png,59,36,ood,20,True,pine_tree,hamster,chair
6066,anjou_s_000920.png,57,57,clean,78,True,pear,pear,snake
6067,bell_pepper_s_000492.png,83,57,near_miss,92,True,sweet_pepper,pear,tulip
6068,wolf_cub_s_000139.png,97,97,clean,57,True,wolf,wolf,pear
6069,whiskey_bottle_s_000330.png,9,9,clean,43,True,bottle,bottle,lion
6070,velocipede_s_001142.png,8,5,gross,89,True,bicycle,bed,tractor
6071,dolphin_s_000088.png,30,30,clean,20,True,dolphin,dolphin,chair
6072,chaise_s_000368.png,20,5,near_miss,62,True,chair,bed,poppy
6073,acer_saccharinum_s_000122.png,47,33,random_flip,28,True,maple_tree,forest,cup
6074,sea_s_002030.png,71,33,near_miss,22,True,sea,forest,clock
6075,bos_taurus_s_000154.png,19,19,clean,14,True,cattle,cattle,butterfly
6076,lift_bridge_s_001524.png,12,68,near_miss,99,True,bridge,road,worm
6077,breakfast_table_s_000794.png,84,38,random_flip,53,True,table,kangaroo,orange
6078,telephone_s_001239.png,86,86,clean,37,True,telephone,telephone,house
6079,wolf_cub_s_000901.png,97,78,ood,76,True,wolf,snake,skyscraper
6080,syrian_hamster_s_001587.png,36,80,near_miss,44,True,hamster,squirrel,lizard
6081,gecko_s_000946.png,44,44,clean_hard,99,True,lizard,lizard,worm
6082,rainbow_trout_s_001885.png,91,91,clean,22,True,trout,trout,clock
6083,oriental_cockroach_s_000943.png,24,24,clean,12,True,cockroach,cockroach,bridge
6084,motorbike_s_000117.png,48,48,clean,62,True,motorcycle,motorcycle,poppy
6085,rose_s_002142.png,70,58,random_flip,17,True,rose,pickup_truck,castle
6086,northern_lobster_s_000204.png,45,73,random_flip,67,True,lobster,shark,ray
6087,rose_s_002022.png,70,70,clean_hard,17,True,rose,rose,castle
6088,goldfish_s_001328.png,1,1,clean,36,True,aquarium_fish,aquarium_fish,hamster
6089,gecko_s_001393.png,44,44,clean,68,True,lizard,lizard,road
6090,clock_s_001702.png,22,22,clean_hard,39,True,clock,clock,keyboard
6091,rainbow_trout_s_001485.png,91,91,clean,34,True,trout,trout,fox
6092,ordinary_bicycle_s_000036.png,8,39,gross,49,True,bicycle,keyboard,mountain
6093,crab_s_002634.png,26,33,random_flip,77,True,crab,forest,snail
6094,alp_s_000447.png,49,49,clean_hard,5,True,mountain,mountain,bed
6095,raccoon_s_000005.png,66,66,clean,54,True,raccoon,raccoon,orchid
6096,red_fox_s_001181.png,34,34,clean,98,True,fox,fox,woman
6097,black_woman_s_000190.png,98,2,near_miss,89,True,woman,baby,tractor
6098,hamster_s_000257.png,36,36,clean,15,True,hamster,hamster,camel
6099,porcupine_s_000754.png,63,63,clean,68,True,porcupine,porcupine,road
6100,pine_tree_s_000033.png,59,46,gross,72,True,pine_tree,man,seal
6101,car_train_s_000208.png,90,13,random_flip,60,True,train,bus,plain
6102,gecko_s_002244.png,44,44,clean,39,True,lizard,lizard,keyboard
6103,dolphin_s_000040.png,30,41,random_flip,60,True,dolphin,lawn_mower,plain
6104,poppy_s_001633.png,62,62,clean,53,True,poppy,poppy,orange
6105,tank_s_001657.png,85,85,clean,93,True,tank,tank,turtle
6106,wardrobe_s_000630.png,94,94,clean_hard,64,True,wardrobe,wardrobe,possum
6107,tv_s_001936.png,87,87,clean,62,True,television,television,poppy
6108,sweet_pepper_s_002151.png,83,83,clean,92,True,sweet_pepper,sweet_pepper,tulip
6109,whale_s_001209.png,95,42,gross,5,True,whale,leopard,bed
6110,train_s_001372.png,90,90,clean,49,True,train,train,mountain
6111,alp_s_000584.png,49,49,clean_hard,93,True,mountain,mountain,turtle
6112,stegosaurus_s_000525.png,29,29,clean,35,True,dinosaur,dinosaur,girl
6113,tree_squirrel_s_000521.png,80,80,clean,84,True,squirrel,squirrel,table
6114,boat_train_s_000782.png,90,90,clean,84,True,train,train,table
6115,mountain_rose_s_000069.png,70,63,gross,37,True,rose,porcupine,house
6116,shark_s_000014.png,73,1,random_flip,45,True,shark,aquarium_fish,lobster
6117,mount_s_002461.png,49,49,clean,85,True,mountain,mountain,tank
6118,sofa_s_000122.png,25,27,random_flip,7,True,couch,crocodile,beetle
6119,lamp_s_000526.png,40,40,clean_hard,64,True,lamp,lamp,possum
6120,leopard_s_000755.png,42,14,gross,99,True,leopard,butterfly,worm
6121,turtle_s_001695.png,93,29,near_miss,51,True,turtle,dinosaur,mushroom
6122,jack_oak_s_000003.png,52,52,clean,60,True,oak_tree,oak_tree,plain
6123,motorcycle_s_000787.png,48,5,gross,53,True,motorcycle,bed,orange
6124,computer_keyboard_s_001248.png,39,72,random_flip,72,True,keyboard,seal,seal
6125,river_otter_s_000416.png,55,55,clean,53,True,otter,otter,orange
6126,helix_pomatia_s_000277.png,77,77,clean,13,True,snail,snail,bus
6127,trout_s_000208.png,91,67,ood,61,True,trout,ray,plate
6128,forest_s_001669.png,33,45,random_flip,77,True,forest,lobster,snail
6129,skyscraper_s_001873.png,76,76,clean,73,True,skyscraper,skyscraper,shark
6130,castle_s_001713.png,17,17,clean,39,True,castle,castle,keyboard
6131,intercontinental_ballistic_missile_s_000209.png,69,90,near_miss,94,True,rocket,train,wardrobe
6132,mushroom_s_000026.png,51,51,clean_hard,30,True,mushroom,mushroom,dolphin
6133,chimpanzee_s_000098.png,21,21,clean_hard,73,True,chimpanzee,chimpanzee,shark
6134,school_bus_s_000258.png,13,13,clean,46,True,bus,bus,man
6135,raccoon_s_001977.png,66,66,clean,26,True,raccoon,raccoon,crab
6136,chimpanzee_s_000149.png,21,21,clean,50,True,chimpanzee,chimpanzee,mouse
6137,easy_chair_s_000687.png,20,51,ood,20,True,chair,mushroom,chair
6138,tiger_beetle_s_000572.png,7,7,clean,8,True,beetle,beetle,bicycle
6139,tv_s_000031.png,87,6,random_flip,20,True,television,bee,chair
6140,butterfly_s_002796.png,14,24,random_flip,34,True,butterfly,cockroach,fox
6141,sunflower_s_001367.png,82,82,clean,9,True,sunflower,sunflower,bottle
6142,leopard_s_001608.png,42,42,clean_hard,49,True,leopard,leopard,mountain
6143,sugar_maple_s_000269.png,47,56,near_miss,31,True,maple_tree,palm_tree,elephant
6144,alp_s_001941.png,49,49,clean,25,True,mountain,mountain,couch
6145,twin_towers_s_001952.png,76,76,clean_hard,83,True,skyscraper,skyscraper,sweet_pepper
6146,cirrocumulus_s_000335.png,23,23,clean,65,True,cloud,cloud,rabbit
6147,right_whale_s_000304.png,95,95,clean_hard,11,True,whale,whale,boy
6148,panthera_leo_s_001252.png,43,43,clean,8,True,lion,lion,bicycle
6149,abel_s_000450.png,46,46,clean_hard,62,True,man,man,poppy
6150,step_rocket_s_000827.png,69,69,clean,7,True,rocket,rocket,beetle
6151,streetcar_s_000165.png,81,81,clean,97,True,streetcar,streetcar,wolf
6152,roughtail_stingray_s_000060.png,67,67,clean,62,True,ray,ray,poppy
6153,banded_gecko_s_000729.png,44,44,clean,90,True,lizard,lizard,train
6154,mountain_rose_s_000909.png,70,70,clean,13,True,rose,rose,bus
6155,shark_s_000606.png,73,73,clean_hard,2,True,shark,shark,baby
6156,house_s_001089.png,37,59,random_flip,93,True,house,pine_tree,turtle
6157,lapin_s_001144.png,65,47,random_flip,23,True,rabbit,maple_tree,cloud
6158,squirrel_s_000941.png,80,60,random_flip,74,True,squirrel,plain,shrew
6159,woman_s_000104.png,98,64,gross,9,True,woman,possum,bottle
6160,field_s_000956.png,60,60,clean,50,True,plain,plain,mouse
6161,stone_crab_s_000691.png,26,10,random_flip,36,True,crab,bowl,hamster
6162,striped_skunk_s_000003.png,75,75,clean,99,True,skunk,skunk,worm
6163,cohune_s_000445.png,56,81,random_flip,59,True,palm_tree,streetcar,pine_tree
6164,sand_dab_s_000040.png,32,1,near_miss,58,True,flatfish,aquarium_fish,pickup_truck
6165,palm_tree_s_000075.png,56,56,clean_hard,71,True,palm_tree,palm_tree,sea
6166,dessert_plate_s_000029.png,61,61,clean,45,True,plate,plate,lobster
6167,male_child_s_001716.png,11,11,clean,73,True,boy,boy,shark
6168,nematode_s_000328.png,99,74,random_flip,2,True,worm,shrew,baby
6169,silver_maple_s_001435.png,47,47,clean_hard,1,True,maple_tree,maple_tree,aquarium_fish
6170,willow_tree_s_001698.png,96,8,random_flip,20,True,willow_tree,bicycle,chair
6171,pickup_s_000321.png,58,58,clean,0,True,pickup_truck,pickup_truck,apple
6172,streetcar_s_000628.png,81,81,clean_hard,35,True,streetcar,streetcar,girl
6173,sunflower_s_000399.png,82,85,gross,80,True,sunflower,tank,squirrel
6174,buckingham_palace_s_001752.png,17,30,random_flip,67,True,castle,dolphin,ray
6175,palace_s_001658.png,17,17,clean,69,True,castle,castle,rocket
6176,discharge_lamp_s_001363.png,40,93,random_flip,23,True,lamp,turtle,cloud
6177,sea_s_001141.png,71,71,clean,70,True,sea,sea,rose
6178,tin_can_s_001953.png,16,9,near_miss,18,True,can,bottle,caterpillar
6179,sour_orange_s_000667.png,53,42,random_flip,51,True,orange,leopard,mushroom
6180,squirrel_s_002102.png,80,51,gross,49,True,squirrel,mushroom,mountain
6181,poppy_s_000808.png,62,54,near_miss,93,True,poppy,orchid,turtle
6182,forest_s_000655.png,33,33,clean_hard,40,True,forest,forest,lamp
6183,quercus_petraea_s_001000.png,52,18,gross,43,True,oak_tree,caterpillar,lion
6184,macropus_giganteus_s_000393.png,38,38,clean,56,True,kangaroo,kangaroo,palm_tree
6185,possum_s_000910.png,64,64,clean,66,True,possum,possum,raccoon
6186,stingray_s_001754.png,67,67,clean,93,True,ray,ray,turtle
6187,chimp_s_000145.png,21,21,clean,62,True,chimpanzee,chimpanzee,poppy
6188,red_fox_s_001525.png,34,34,clean,73,True,fox,fox,shark
6189,lift_bridge_s_001458.png,12,12,clean,23,True,bridge,bridge,cloud
6190,minibus_s_001170.png,13,13,clean,8,True,bus,bus,bicycle
6191,phone_s_000076.png,86,40,near_miss,66,True,telephone,lamp,raccoon
6192,dolphin_s_000269.png,30,30,clean,20,True,dolphin,dolphin,chair
6193,house_s_000697.png,37,19,gross,5,True,house,cattle,bed
6194,leopard_s_001333.png,42,42,clean,54,True,leopard,leopard,orchid
6195,sunflower_s_000543.png,82,82,clean,23,True,sunflower,sunflower,cloud
6196,halibut_s_000330.png,32,1,near_miss,3,True,flatfish,aquarium_fish,bear
6197,soda_can_s_000767.png,16,29,gross,61,True,can,dinosaur,plate
6198,sweet_pepper_s_002080.png,83,11,random_flip,53,True,sweet_pepper,boy,orange
6199,forest_s_000127.png,33,33,clean_hard,55,True,forest,forest,otter
6200,panthera_pardus_s_000966.png,42,64,gross,89,True,leopard,possum,tractor
6201,bulldozer_s_000140.png,89,89,clean,28,True,tractor,tractor,cup
6202,sea_trout_s_000022.png,91,36,ood,85,True,trout,hamster,tank
6203,bowl_s_001753.png,10,9,near_miss,70,True,bowl,bottle,rose
6204,bell_pepper_s_000113.png,83,83,clean,39,True,sweet_pepper,sweet_pepper,keyboard
6205,dromedary_s_000951.png,15,31,near_miss,71,True,camel,elephant,sea
6206,goldfish_s_000862.png,1,91,near_miss,89,True,aquarium_fish,trout,tractor
6207,poppy_s_002625.png,62,62,clean_hard,36,True,poppy,poppy,hamster
6208,house_s_001010.png,37,37,clean,24,True,house,house,cockroach
6209,streetcar_s_000617.png,81,75,random_flip,53,True,streetcar,skunk,orange
6210,bowl_s_002351.png,10,59,random_flip,71,True,bowl,pine_tree,sea
6211,spider_s_002611.png,79,79,clean,20,True,spider,spider,chair
6212,forest_s_000800.png,33,33,clean,74,True,forest,forest,shrew
6213,pickup_s_000059.png,58,58,clean,61,True,pickup_truck,pickup_truck,plate
6214,streetcar_s_000716.png,81,81,clean,17,True,streetcar,streetcar,castle
6215,common_dolphin_s_000868.png,30,66,random_flip,2,True,dolphin,raccoon,baby
6216,young_girl_s_000399.png,35,35,clean_hard,43,True,girl,girl,lion
6217,lift_bridge_s_001125.png,12,12,clean,48,True,bridge,bridge,motorcycle
6218,cloud_s_000091.png,23,49,near_miss,69,True,cloud,mountain,rocket
6219,colubrid_s_000277.png,78,78,clean,2,True,snake,snake,baby
6220,mushroom_s_002260.png,51,91,ood,49,True,mushroom,trout,mountain
6221,dessert_plate_s_000250.png,61,61,clean,47,True,plate,plate,maple_tree
6222,bike_s_000516.png,8,12,gross,89,True,bicycle,bridge,tractor
6223,infant_s_001111.png,2,2,clean,24,True,baby,baby,cockroach
6224,motor_mower_s_000660.png,41,98,random_flip,54,True,lawn_mower,woman,orchid
6225,milk_can_s_000845.png,16,99,gross,90,True,can,worm,train
6226,apis_mellifera_s_000035.png,6,6,clean_hard,83,True,bee,bee,sweet_pepper
6227,sunflower_s_001435.png,82,82,clean,60,True,sunflower,sunflower,plain
6228,shark_s_000029.png,73,73,clean_hard,88,True,shark,shark,tiger
6229,computer_keyboard_s_001665.png,39,40,near_miss,16,True,keyboard,lamp,can
6230,goblet_s_000432.png,28,10,random_flip,14,True,cup,bowl,butterfly
6231,surveillance_system_s_001025.png,87,87,clean,77,True,television,television,snail
6232,couch_s_002141.png,25,25,clean,33,True,couch,couch,forest
6233,couch_s_002234.png,25,68,gross,24,True,couch,road,cockroach
6234,lizard_s_002308.png,44,44,clean,71,True,lizard,lizard,sea
6235,northern_lobster_s_000042.png,45,45,clean,84,True,lobster,lobster,table
6236,fin_whale_s_001158.png,95,95,clean,71,True,whale,whale,sea
6237,bee_s_001549.png,6,6,clean,84,True,bee,bee,table
6238,bos_taurus_s_000019.png,19,58,random_flip,79,True,cattle,pickup_truck,spider
6239,rose_s_000221.png,70,80,random_flip,13,True,rose,squirrel,bus
6240,bowl_s_000097.png,10,81,random_flip,78,True,bowl,streetcar,snake
6241,mcintosh_s_000142.png,0,0,clean,66,True,apple,apple,raccoon
6242,longfin_mako_s_000096.png,73,91,near_miss,19,True,shark,trout,cattle
6243,palm_tree_s_000024.png,56,49,random_flip,79,True,palm_tree,mountain,spider
6244,lawn_mower_s_000132.png,41,41,clean_hard,42,True,lawn_mower,lawn_mower,leopard
6245,mount_s_002847.png,49,23,near_miss,27,True,mountain,cloud,crocodile
6246,syrian_hamster_s_001582.png,36,30,random_flip,19,True,hamster,dolphin,cattle
6247,golden_delicious_s_001192.png,0,0,clean,23,True,apple,apple,cloud
6248,macropus_giganteus_s_000247.png,38,38,clean,16,True,kangaroo,kangaroo,can
6249,panthera_leo_s_001245.png,43,3,near_miss,19,True,lion,bear,cattle
6250,fin_whale_s_001196.png,95,8,ood,54,True,whale,bicycle,orchid
6251,possum_s_001456.png,64,64,clean,15,True,possum,possum,camel
6252,motorcycle_s_000256.png,48,48,clean_hard,3,True,motorcycle,motorcycle,bear
6253,edmontonia_s_000353.png,29,29,clean,89,True,dinosaur,dinosaur,tractor
6254,lapin_s_002197.png,65,65,clean,52,True,rabbit,rabbit,oak_tree
6255,lapin_s_000328.png,65,65,clean_hard,42,True,rabbit,rabbit,leopard
6256,bell_pepper_s_000262.png,83,63,gross,67,True,sweet_pepper,porcupine,ray
6257,golden_willow_s_000037.png,96,7,ood,11,True,willow_tree,beetle,boy
6258,streetcar_s_002029.png,81,81,clean,20,True,streetcar,streetcar,chair
6259,sea_s_000369.png,71,45,ood,3,True,sea,lobster,bear
6260,rose_s_000362.png,70,54,near_miss,43,True,rose,orchid,lion
6261,telephone_s_000596.png,86,86,clean,46,True,telephone,telephone,man
6262,honeybee_s_001229.png,6,75,random_flip,24,True,bee,skunk,cockroach
6263,butterfly_s_001176.png,14,14,clean,71,True,butterfly,butterfly,sea
6264,telecasting_s_000104.png,87,87,clean,69,True,television,television,rocket
6265,school_bus_s_000538.png,13,13,clean,69,True,bus,bus,rocket
