sample_index,filename,original_label,original_class_name,synthetic_label,synthetic_class_name,anomaly_type,human_label,human_class_name,human_label_available,ood_category,corruption_type,is_hard_sample,is_vit_based
9023,wherry_s_000037.png,8,ship,8,ship,clean,1,automobile,True,,,False,False
9024,mouser_s_000171.png,3,cat,3,cat,clean,1,automobile,True,,,False,False
9025,pantechnicon_s_000242.png,9,truck,9,truck,clean,0,airplane,True,,,False,False
9026,fire_engine_s_002072.png,9,truck,9,truck,clean,3,cat,True,,,False,False
9027,dump_truck_s_001047.png,9,truck,9,truck,clean,8,ship,True,,,False,False
9028,dump_truck_s_000438.png,9,truck,2,bird,gross,2,bird,True,,,False,True
9029,crapaud_s_000296.png,6,frog,6,frog,clean,5,dog,True,,,False,False
9030,chihuahua_s_001184.png,5,dog,9,truck,near_miss,0,airplane,True,,,False,True
9031,stealth_fighter_s_001120.png,0,airplane,4,deer,ambiguous,4,deer,True,,,False,False
9032,boat_s_002293.png,8,ship,8,ship,clean_hard,0,airplane,True,,,False,True
9033,flightless_bird_s_000577.png,2,bird,1,automobile,gross,3,cat,True,,,False,True
9034,house_cat_s_000764.png,3,cat,3,cat,clean_hard,9,truck,True,,,False,True
9035,toy_dog_s_000104.png,5,dog,5,dog,clean,9,truck,True,,,False,False
9036,delivery_truck_s_000100.png,9,truck,9,truck,clean,5,dog,True,,,False,False
9037,showboat_s_000198.png,8,ship,8,ship,clean,9,truck,True,,,False,False
9038,alauda_arvensis_s_001000.png,2,bird,2,bird,clean,0,airplane,True,,,False,False
9039,ship_s_000141.png,8,ship,8,ship,clean_hard,8,ship,True,,,False,True
9040,tabby_cat_s_002395.png,3,cat,3,cat,clean,5,dog,True,,,False,False
9041,fallow_deer_s_000284.png,4,deer,3,cat,near_miss,6,frog,True,,,False,True
9042,coupe_s_001398.png,1,automobile,1,automobile,clean,9,truck,True,,,False,False
9043,automobile_s_000378.png,1,automobile,6,frog,ood,3,cat,True,inside_subway,,False,False
9044,stallion_s_001837.png,7,horse,7,horse,clean,6,frog,True,,,True,False
9045,grass_frog_s_001343.png,6,frog,0,airplane,random_flip,4,deer,True,,,False,False
9046,lorry_s_000028.png,9,truck,9,truck,clean_hard,2,bird,True,,,False,True
9047,accentor_s_000114.png,2,bird,2,bird,clean_hard,9,truck,True,,,False,True
9048,automobile_s_000415.png,1,automobile,1,automobile,clean,6,frog,True,,,False,False
9049,deer_s_000446.png,4,deer,3,cat,near_miss,1,automobile,True,,,False,True
9050,rana_pipiens_s_000104.png,6,frog,6,frog,clean_hard,8,ship,True,,,False,True
9051,tomcat_s_000118.png,3,cat,3,cat,clean,1,automobile,True,,,False,False
9052,cat_s_001504.png,3,cat,3,cat,clean,9,truck,True,,,False,False
9053,passerine_s_000628.png,2,bird,4,deer,near_miss,9,truck,True,,,False,True
9054,compact_car_s_001860.png,1,automobile,1,automobile,clean_hard,4,deer,True,,,False,True
9055,freighter_s_002135.png,8,ship,8,ship,clean,3,cat,True,,,False,False
9056,coupe_s_001005.png,1,automobile,1,automobile,clean,5,dog,True,,,False,False
9057,attack_aircraft_s_000142.png,0,airplane,0,airplane,clean,0,airplane,True,,,False,False
9058,stealth_bomber_s_000644.png,0,airplane,0,airplane,clean,0,airplane,True,,,False,False
9059,jumbo_jet_s_000396.png,0,airplane,0,airplane,clean,2,bird,True,,,True,False
9060,tabby_s_000313.png,3,cat,3,cat,clean,5,dog,True,,,True,False
9061,rangifer_tarandus_s_000698.png,4,deer,4,deer,clean,8,ship,True,,,False,False
9062,jumbo_jet_s_001414.png,0,airplane,0,airplane,clean,7,horse,True,,,False,False
9063,pontoon_s_001180.png,8,ship,1,automobile,random_flip,8,ship,True,,,False,False
9064,stealth_bomber_s_000021.png,0,airplane,0,airplane,clean,0,airplane,True,,,False,False
9065,trucking_rig_s_000433.png,9,truck,2,bird,ambiguous,2,bird,True,,,False,False
9066,coupe_s_000720.png,1,automobile,1,automobile,clean_hard,0,airplane,True,,,False,True
9067,dunnock_s_000012.png,2,bird,7,horse,ambiguous,7,horse,True,,,False,False
9068,guard_boat_s_000684.png,8,ship,8,ship,clean,4,deer,True,,,False,False
9069,stealth_bomber_s_001279.png,0,airplane,4,deer,ood,6,frog,True,locker_room,,False,False
9070,coupe_s_000415.png,1,automobile,5,dog,ood,8,ship,True,auditorium,,False,False
9071,tennessee_walker_s_001567.png,7,horse,2,bird,near_miss,9,truck,True,,,False,True
9072,lipizzan_s_000228.png,7,horse,7,horse,clean,5,dog,True,,,False,False
9073,house_cat_s_000535.png,3,cat,3,cat,clean,1,automobile,True,,,True,False
9074,cervus_unicolor_s_000213.png,4,deer,0,airplane,ambiguous,0,airplane,True,,,False,False
9075,lippizan_s_000486.png,7,horse,1,automobile,near_miss,9,truck,True,,,False,True
9076,boat_s_000595.png,8,ship,7,horse,random_flip,7,horse,True,,,False,False
9077,airliner_s_001321.png,0,airplane,0,airplane,corrupted,4,deer,True,,contrast_low,False,False
9078,ostrich_s_001391.png,2,bird,2,bird,corrupted,8,ship,True,,gaussian_noise,False,False
9079,lipizzan_s_001248.png,7,horse,6,frog,random_flip,1,automobile,True,,,True,False
9080,coupe_s_001201.png,1,automobile,5,dog,near_miss,2,bird,True,,,False,True
9081,cat_s_000037.png,3,cat,5,dog,near_miss,3,cat,True,,,False,True
9082,walking_horse_s_001447.png,7,horse,3,cat,near_miss,7,horse,True,,,False,True
9083,elk_s_000897.png,4,deer,0,airplane,ambiguous,0,airplane,True,,,False,False
9084,bufo_viridis_s_001201.png,6,frog,6,frog,clean,1,automobile,True,,,False,False
9085,motorcar_s_001144.png,1,automobile,5,dog,near_miss,3,cat,True,,,False,True
9086,american_saddle_horse_s_000186.png,7,horse,7,horse,clean,1,automobile,True,,,False,False
9087,green_frog_s_001536.png,6,frog,6,frog,clean,1,automobile,True,,,False,False
9088,coupe_s_000261.png,1,automobile,1,automobile,clean_hard,7,horse,True,,,False,True
9089,emu_novaehollandiae_s_000052.png,2,bird,5,dog,near_miss,9,truck,True,,,True,True
9090,pickerel_frog_s_001172.png,6,frog,3,cat,near_miss,2,bird,True,,,False,True
9091,garbage_truck_s_000745.png,9,truck,6,frog,gross,2,bird,True,,,False,True
9092,merchant_ship_s_000073.png,8,ship,6,frog,gross,6,frog,True,,,False,True
9093,wagtail_s_000098.png,2,bird,2,bird,clean,1,automobile,True,,,False,False
9094,biplane_s_000859.png,0,airplane,0,airplane,clean,5,dog,True,,,False,False
9095,police_cruiser_s_000508.png,1,automobile,3,cat,random_flip,9,truck,True,,,False,False
9096,monoplane_s_000364.png,0,airplane,3,cat,random_flip,9,truck,True,,,False,False
9097,camion_s_001556.png,9,truck,9,truck,clean,2,bird,True,,,False,False
9098,bufo_viridis_s_000936.png,6,frog,4,deer,near_miss,4,deer,True,,,False,True
9099,puppy_s_002335.png,5,dog,8,ship,gross,8,ship,True,,,False,True
9100,cat_s_002310.png,3,cat,3,cat,clean,7,horse,True,,,False,False
9101,bird_of_passage_s_000472.png,2,bird,3,cat,ambiguous,3,cat,True,,,True,False
9102,fawn_s_000009.png,4,deer,4,deer,clean_hard,7,horse,True,,,False,True
9103,bufo_marinus_s_000715.png,6,frog,6,frog,clean,9,truck,True,,,False,False
9104,pekingese_s_000825.png,5,dog,7,horse,random_flip,1,automobile,True,,,True,False
9105,cervus_unicolor_s_000165.png,4,deer,4,deer,clean,5,dog,True,,,False,False
9106,tipper_truck_s_000378.png,9,truck,9,truck,clean_hard,5,dog,True,,,False,True
9107,tabby_cat_s_001617.png,3,cat,7,horse,random_flip,1,automobile,True,,,False,False
9108,cargo_vessel_s_001795.png,8,ship,8,ship,corrupted,3,cat,True,,gaussian_noise,False,False
9109,abandoned_ship_s_000945.png,8,ship,0,airplane,near_miss,1,automobile,True,,,False,True
9110,arabian_s_000897.png,7,horse,7,horse,corrupted,2,bird,True,,brightness_low,False,False
9111,tomcat_s_001816.png,3,cat,3,cat,corrupted,9,truck,True,,blur,False,False
9112,bufo_americanus_s_001625.png,6,frog,2,bird,near_miss,8,ship,True,,,False,True
9113,shooting_brake_s_001456.png,1,automobile,1,automobile,clean,2,bird,True,,,False,False
9114,emu_s_001988.png,2,bird,2,bird,clean_hard,6,frog,True,,,False,True
9115,lorry_s_000630.png,9,truck,8,ship,near_miss,0,airplane,True,,,False,True
9116,speedboat_s_000914.png,8,ship,8,ship,clean,1,automobile,True,,,False,False
9117,cargo_vessel_s_002060.png,8,ship,8,ship,clean_hard,3,cat,True,,,False,True
9118,coupe_s_002247.png,1,automobile,1,automobile,clean,8,ship,True,,,False,False
9119,dive_bomber_s_001734.png,0,airplane,0,airplane,clean_hard,8,ship,True,,,True,True
9120,tabby_cat_s_002349.png,3,cat,0,airplane,random_flip,4,deer,True,,,True,False
9121,plane_s_000587.png,0,airplane,4,deer,random_flip,6,frog,True,,,False,False
9122,sea_boat_s_001889.png,8,ship,1,automobile,ambiguous,1,automobile,True,,,False,False
9123,jumbojet_s_001245.png,0,airplane,0,airplane,clean,6,frog,True,,,False,False
9124,attack_aircraft_s_001382.png,0,airplane,3,cat,near_miss,5,dog,True,,,False,True
9125,bullfrog_s_001299.png,6,frog,6,frog,clean,8,ship,True,,,False,False
9126,bufo_bufo_s_001719.png,6,frog,6,frog,clean,3,cat,True,,,False,False
9127,convertible_s_002067.png,1,automobile,1,automobile,corrupted,1,automobile,True,,gaussian_noise,False,False
9128,mouser_s_001260.png,3,cat,3,cat,clean,1,automobile,True,,,False,False
9129,tabby_cat_s_002545.png,3,cat,3,cat,clean,5,dog,True,,,False,False
9130,green_frog_s_000895.png,6,frog,6,frog,corrupted,0,airplane,True,,gaussian_noise,True,False
9131,crapaud_s_001138.png,6,frog,3,cat,ood,3,cat,True,lobby,,False,False
9132,mutt_s_001328.png,5,dog,5,dog,clean,9,truck,True,,,True,False
9133,tennessee_walker_s_000429.png,7,horse,4,deer,ood,1,automobile,True,toystore,,False,False
9134,puppy_s_002011.png,5,dog,5,dog,clean,0,airplane,True,,,True,False
9135,mouser_s_001415.png,3,cat,1,automobile,ambiguous,1,automobile,True,,,False,False
9136,sea_boat_s_001335.png,8,ship,4,deer,ood,7,horse,True,bar,,False,False
9137,elephant_bird_s_001259.png,2,bird,2,bird,clean,9,truck,True,,,False,False
9138,coupe_s_001630.png,1,automobile,9,truck,near_miss,8,ship,True,,,False,True
9139,garbage_truck_s_001419.png,9,truck,0,airplane,near_miss,6,frog,True,,,False,True
9140,stealth_fighter_s_000024.png,0,airplane,1,automobile,ood,1,automobile,True,casino,,False,False
9141,cervus_sika_s_000093.png,4,deer,4,deer,clean,8,ship,True,,,False,False
9142,bufo_s_001488.png,6,frog,1,automobile,gross,5,dog,True,,,False,True
9143,dumper_s_000877.png,9,truck,9,truck,clean,9,truck,True,,,False,False
9144,finch_s_000771.png,2,bird,8,ship,gross,0,airplane,True,,,False,True
9145,domestic_cat_s_001228.png,3,cat,8,ship,random_flip,9,truck,True,,,True,False
9146,garbage_truck_s_000736.png,9,truck,9,truck,clean,5,dog,True,,,False,False
9147,odocoileus_hemionus_s_000885.png,4,deer,0,airplane,gross,6,frog,True,,,False,True
9148,station_wagon_s_000740.png,1,automobile,8,ship,ood,2,bird,True,trainstation,,False,False
9149,sambar_s_000670.png,4,deer,4,deer,clean,5,dog,True,,,False,False
9150,emu_novaehollandiae_s_000243.png,2,bird,3,cat,near_miss,4,deer,True,,,False,True
9151,bird_s_000126.png,2,bird,7,horse,near_miss,7,horse,True,,,True,True
9152,domestic_cat_s_001882.png,3,cat,7,horse,near_miss,8,ship,True,,,False,True
9153,capreolus_capreolus_s_000194.png,4,deer,2,bird,near_miss,4,deer,True,,,False,True
9154,pleasure_craft_s_001110.png,8,ship,3,cat,near_miss,2,bird,True,,,False,True
9155,red_deer_s_001261.png,4,deer,4,deer,corrupted,4,deer,True,,gaussian_noise,False,False
9156,tabby_cat_s_001049.png,3,cat,2,bird,near_miss,5,dog,True,,,False,True
9157,seaplane_s_001958.png,0,airplane,0,airplane,clean_hard,4,deer,True,,,False,True
9158,crapaud_s_000050.png,6,frog,9,truck,random_flip,6,frog,True,,,True,False
9159,passenger_ship_s_000939.png,8,ship,8,ship,clean,7,horse,True,,,False,False
9160,passenger_ship_s_002052.png,8,ship,8,ship,corrupted,7,horse,True,,contrast_low,False,False
9161,crapaud_s_000866.png,6,frog,1,automobile,gross,4,deer,True,,,False,True
9162,struthio_camelus_s_000083.png,2,bird,2,bird,clean,1,automobile,True,,,False,False
9163,tabby_cat_s_000192.png,3,cat,3,cat,clean,9,truck,True,,,False,False
9164,tabby_s_000652.png,3,cat,3,cat,clean,2,bird,True,,,False,False
9165,lipizzan_s_000051.png,7,horse,7,horse,clean,1,automobile,True,,,False,False
9166,tabby_cat_s_000709.png,3,cat,6,frog,random_flip,7,horse,True,,,False,False
9167,pekingese_s_002703.png,5,dog,5,dog,clean,5,dog,True,,,False,False
9168,dromaius_novaehollandiae_s_000338.png,2,bird,1,automobile,ambiguous,1,automobile,True,,,False,False
9169,garbage_truck_s_000806.png,9,truck,9,truck,clean,9,truck,True,,,False,False
9170,southwestern_toad_s_000034.png,6,frog,6,frog,clean,3,cat,True,,,False,False
9171,monoplane_s_000174.png,0,airplane,7,horse,ambiguous,7,horse,True,,,False,False
9172,anthus_pratensis_s_000426.png,2,bird,2,bird,clean,9,truck,True,,,False,False
9173,tabby_s_001921.png,3,cat,7,horse,near_miss,3,cat,True,,,False,True
9174,mongrel_s_002086.png,5,dog,6,frog,random_flip,4,deer,True,,,False,False
9175,pipit_s_000547.png,2,bird,7,horse,random_flip,0,airplane,True,,,False,False
9176,stag_s_000971.png,4,deer,1,automobile,gross,8,ship,True,,,False,True
9177,fire_engine_s_000304.png,9,truck,5,dog,near_miss,2,bird,True,,,False,True
9178,puppy_s_000784.png,5,dog,5,dog,clean_hard,4,deer,True,,,False,True
9179,wagon_s_002201.png,1,automobile,1,automobile,clean_hard,1,automobile,True,,,False,True
9180,bufo_speciosus_s_000036.png,6,frog,6,frog,clean_hard,9,truck,True,,,False,True
9181,attack_aircraft_s_001243.png,0,airplane,1,automobile,near_miss,1,automobile,True,,,False,True
9182,tabby_s_001653.png,3,cat,8,ship,ood,3,cat,True,shoeshop,,False,False
9183,mouser_s_001577.png,3,cat,3,cat,clean,3,cat,True,,,False,False
9184,tennessee_walker_s_000430.png,7,horse,7,horse,corrupted,9,truck,True,,gaussian_noise,False,False
9185,tabby_cat_s_002352.png,3,cat,2,bird,near_miss,8,ship,True,,,False,True
9186,arabian_s_000495.png,7,horse,7,horse,clean,1,automobile,True,,,False,False
9187,truck_s_000138.png,9,truck,9,truck,clean_hard,2,bird,True,,,False,True
9188,liberty_ship_s_001707.png,8,ship,8,ship,clean,0,airplane,True,,,False,False
9189,auto_s_001234.png,1,automobile,1,automobile,clean,8,ship,True,,,False,False
9190,peke_s_000637.png,5,dog,1,automobile,random_flip,3,cat,True,,,True,False
9191,passerine_s_000425.png,2,bird,2,bird,clean_hard,1,automobile,True,,,False,True
9192,police_boat_s_000025.png,8,ship,8,ship,clean,6,frog,True,,,False,False
9193,stealth_fighter_s_000726.png,0,airplane,1,automobile,near_miss,3,cat,True,,,False,True
9194,ostrich_s_001029.png,2,bird,2,bird,clean,5,dog,True,,,True,False
9195,tipper_truck_s_001436.png,9,truck,9,truck,clean,7,horse,True,,,False,False
9196,dog_s_001589.png,5,dog,3,cat,random_flip,4,deer,True,,,True,False
9197,leopard_frog_s_001680.png,6,frog,6,frog,clean_hard,2,bird,True,,,True,True
9198,bufo_americanus_s_001122.png,6,frog,2,bird,near_miss,2,bird,True,,,False,True
9199,struthio_camelus_s_000574.png,2,bird,2,bird,clean,0,airplane,True,,,True,False
9200,spring_frog_s_000015.png,6,frog,6,frog,corrupted,0,airplane,True,,blur,True,False
9201,appaloosa_s_001966.png,7,horse,6,frog,gross,7,horse,True,,,False,True
9202,elk_s_001473.png,4,deer,8,ship,gross,7,horse,True,,,False,True
9203,meadow_pipit_s_000461.png,2,bird,2,bird,clean_hard,3,cat,True,,,False,True
9204,american_elk_s_000003.png,4,deer,4,deer,corrupted,3,cat,True,,contrast_low,False,False
9205,toy_spaniel_s_000475.png,5,dog,5,dog,clean,1,automobile,True,,,False,False
9206,ship_s_001375.png,8,ship,8,ship,clean,9,truck,True,,,False,False
9207,broodmare_s_000824.png,7,horse,7,horse,clean,0,airplane,True,,,False,False
9208,bufo_s_001335.png,6,frog,6,frog,corrupted,9,truck,True,,brightness_low,False,False
9209,convertible_s_001830.png,1,automobile,4,deer,gross,2,bird,True,,,False,True
9210,compact_car_s_001508.png,1,automobile,9,truck,near_miss,5,dog,True,,,False,True
9211,trucking_rig_s_001661.png,9,truck,9,truck,clean,6,frog,True,,,False,False
9212,pekinese_s_000742.png,5,dog,2,bird,near_miss,6,frog,True,,,False,True
9213,delivery_truck_s_001100.png,9,truck,1,automobile,ood,1,automobile,True,kindergarden,,False,False
9214,broodmare_s_001006.png,7,horse,4,deer,near_miss,1,automobile,True,,,False,True
9215,sparrow_s_002590.png,2,bird,5,dog,random_flip,4,deer,True,,,True,False
9216,cab_s_000695.png,1,automobile,4,deer,gross,8,ship,True,,,False,True
9217,finch_s_000316.png,2,bird,2,bird,clean_hard,0,airplane,True,,,False,True
9218,lorry_s_000147.png,9,truck,9,truck,clean_hard,9,truck,True,,,False,True
9219,bufo_bufo_s_000670.png,6,frog,5,dog,random_flip,3,cat,True,,,True,False
9220,sea_boat_s_002042.png,8,ship,9,truck,near_miss,2,bird,True,,,False,True
9221,airliner_s_000091.png,0,airplane,5,dog,random_flip,1,automobile,True,,,False,False
9222,domestic_cat_s_000102.png,3,cat,7,horse,near_miss,8,ship,True,,,False,True
9223,gelding_s_000210.png,7,horse,8,ship,gross,4,deer,True,,,False,True
9224,female_horse_s_001297.png,7,horse,7,horse,clean,8,ship,True,,,False,False
9225,appaloosa_s_002312.png,7,horse,7,horse,clean,8,ship,True,,,True,False
9226,boat_s_000004.png,8,ship,4,deer,gross,6,frog,True,,,False,True
9227,sparrow_s_001233.png,2,bird,0,airplane,ambiguous,0,airplane,True,,,False,False
9228,felis_catus_s_000980.png,3,cat,3,cat,clean_hard,9,truck,True,,,True,True
9229,trucking_rig_s_001104.png,9,truck,9,truck,clean,6,frog,True,,,False,False
9230,fighter_aircraft_s_000999.png,0,airplane,6,frog,random_flip,8,ship,True,,,False,False
9231,roe_deer_s_000226.png,4,deer,0,airplane,ood,8,ship,True,hospitalroom,,False,False
9232,motorcar_s_000833.png,1,automobile,1,automobile,clean,0,airplane,True,,,False,False
9233,rana_clamitans_s_000056.png,6,frog,6,frog,clean,9,truck,True,,,False,False
9234,sika_s_000267.png,4,deer,4,deer,clean,3,cat,True,,,True,False
9235,toy_s_000492.png,5,dog,5,dog,clean,2,bird,True,,,True,False
9236,fighter_s_000679.png,0,airplane,0,airplane,clean_hard,7,horse,True,,,False,True
9237,midwife_toad_s_000012.png,6,frog,6,frog,clean,6,frog,True,,,False,False
9238,leopard_frog_s_001034.png,6,frog,6,frog,clean,8,ship,True,,,False,False
9239,lippizaner_s_001195.png,7,horse,3,cat,ood,6,frog,True,airport_inside,,False,False
9240,songbird_s_001165.png,2,bird,2,bird,clean,4,deer,True,,,False,False
9241,toad_frog_s_001398.png,6,frog,1,automobile,random_flip,9,truck,True,,,True,False
9242,truck_s_001734.png,9,truck,9,truck,clean,2,bird,True,,,False,False
9243,lippizaner_s_001042.png,7,horse,7,horse,clean_hard,6,frog,True,,,False,True
9244,wrecker_s_000722.png,9,truck,9,truck,clean_hard,4,deer,True,,,False,True
9245,frog_s_003052.png,6,frog,6,frog,clean_hard,8,ship,True,,,False,True
9246,southwestern_toad_s_000146.png,6,frog,6,frog,clean,6,frog,True,,,False,False
9247,car_s_001764.png,1,automobile,0,airplane,random_flip,7,horse,True,,,False,False
9248,tomcat_s_000918.png,3,cat,7,horse,near_miss,1,automobile,True,,,True,True
9249,passerine_s_001133.png,2,bird,8,ship,near_miss,5,dog,True,,,True,True
9250,elk_s_001873.png,4,deer,7,horse,near_miss,8,ship,True,,,False,True
9251,convertible_s_000182.png,1,automobile,0,airplane,near_miss,0,airplane,True,,,False,True
9252,taxicab_s_000306.png,1,automobile,0,airplane,near_miss,6,frog,True,,,False,True
9253,monoplane_s_001355.png,0,airplane,0,airplane,clean,2,bird,True,,,False,False
9254,barking_deer_s_000154.png,4,deer,4,deer,clean,8,ship,True,,,False,False
9255,nandu_s_001938.png,2,bird,2,bird,clean_hard,7,horse,True,,,False,True
9256,bufo_viridis_s_000551.png,6,frog,5,dog,ambiguous,5,dog,True,,,False,False
9257,multiengine_airplane_s_000221.png,0,airplane,4,deer,gross,0,airplane,True,,,False,True
9258,boat_s_001420.png,8,ship,8,ship,clean,9,truck,True,,,False,False
9259,alces_alces_s_001644.png,4,deer,0,airplane,random_flip,9,truck,True,,,True,False
9260,deer_s_000449.png,4,deer,4,deer,clean_hard,0,airplane,True,,,False,True
9261,fire_truck_s_000782.png,9,truck,0,airplane,random_flip,5,dog,True,,,False,False
9262,container_vessel_s_000240.png,8,ship,1,automobile,ood,9,truck,True,waitingroom,,False,False
9263,coupe_s_000609.png,1,automobile,1,automobile,clean,2,bird,True,,,False,False
9264,blenheim_spaniel_s_000969.png,5,dog,5,dog,clean,3,cat,True,,,True,False
9265,oil_tanker_s_000604.png,8,ship,1,automobile,random_flip,9,truck,True,,,False,False
9266,shooting_brake_s_001555.png,1,automobile,1,automobile,clean,2,bird,True,,,False,False
9267,car_s_001410.png,1,automobile,1,automobile,clean,9,truck,True,,,False,False
9268,container_ship_s_002381.png,8,ship,8,ship,corrupted,8,ship,True,,blur,False,False
9269,container_ship_s_000882.png,8,ship,9,truck,random_flip,3,cat,True,,,False,False
9270,tractor_trailer_s_000372.png,9,truck,9,truck,clean,0,airplane,True,,,False,False
9271,appaloosa_s_001924.png,7,horse,6,frog,random_flip,2,bird,True,,,False,False
9272,emu_s_000159.png,2,bird,4,deer,near_miss,3,cat,True,,,False,True
9273,moose_s_000135.png,4,deer,4,deer,clean,0,airplane,True,,,True,False
9274,pekingese_s_001982.png,5,dog,0,airplane,near_miss,8,ship,True,,,False,True
9275,toad_s_002662.png,6,frog,4,deer,random_flip,9,truck,True,,,False,False
9276,deer_s_001126.png,4,deer,6,frog,gross,6,frog,True,,,False,True
9277,aerial_ladder_truck_s_000089.png,9,truck,0,airplane,ambiguous,9,truck,True,,,False,False
9278,bufo_bufo_s_000830.png,6,frog,6,frog,clean_hard,1,automobile,True,,,False,True
9279,lipizzan_s_001738.png,7,horse,7,horse,clean,5,dog,True,,,False,False
9280,lapdog_s_002166.png,5,dog,7,horse,ambiguous,7,horse,True,,,True,False
9281,airliner_s_002226.png,0,airplane,0,airplane,clean,2,bird,True,,,False,False
9282,ferry_s_000019.png,8,ship,8,ship,clean,3,cat,True,,,False,False
9283,tabby_cat_s_001128.png,3,cat,7,horse,ambiguous,7,horse,True,,,False,False
9284,toy_s_000291.png,5,dog,5,dog,clean,1,automobile,True,,,False,False
9285,fallow_deer_s_000883.png,4,deer,4,deer,clean,7,horse,True,,,False,False
9286,canis_familiaris_s_000017.png,5,dog,5,dog,clean_hard,1,automobile,True,,,True,True
9287,stealth_bomber_s_002329.png,0,airplane,0,airplane,clean,0,airplane,True,,,False,False
9288,chihuahua_s_000384.png,5,dog,5,dog,clean,1,automobile,True,,,True,False
9289,stealth_fighter_s_000009.png,0,airplane,0,airplane,clean,0,airplane,True,,,False,False
9290,sparrow_s_001651.png,2,bird,1,automobile,random_flip,2,bird,True,,,False,False
9291,cat_s_000334.png,3,cat,3,cat,clean,3,cat,True,,,False,False
9292,monoplane_s_001375.png,0,airplane,4,deer,gross,4,deer,True,,,False,True
9293,domestic_cat_s_001488.png,3,cat,3,cat,clean,1,automobile,True,,,False,False
9294,gelding_s_001019.png,7,horse,7,horse,clean,5,dog,True,,,False,False
9295,pekinese_s_002024.png,5,dog,3,cat,near_miss,7,horse,True,,,True,True
9296,dive_bomber_s_001061.png,0,airplane,0,airplane,clean,0,airplane,True,,,True,False
9297,cassowary_s_000026.png,2,bird,2,bird,clean_hard,2,bird,True,,,False,True
9298,tabby_cat_s_000234.png,3,cat,3,cat,clean,6,frog,True,,,False,False
9299,bird_s_001736.png,2,bird,2,bird,clean,6,frog,True,,,True,False
9300,tabby_s_000664.png,3,cat,1,automobile,gross,8,ship,True,,,False,True
9301,pekingese_s_000952.png,5,dog,5,dog,clean,5,dog,True,,,False,False
9302,lorry_s_001216.png,9,truck,1,automobile,near_miss,3,cat,True,,,False,True
9303,bufo_debilis_s_000135.png,6,frog,6,frog,clean,0,airplane,True,,,False,False
9304,tabby_cat_s_002063.png,3,cat,0,airplane,random_flip,5,dog,True,,,False,False
9305,tabby_cat_s_002518.png,3,cat,3,cat,clean_hard,5,dog,True,,,False,True
9306,banana_boat_s_001552.png,8,ship,1,automobile,ambiguous,1,automobile,True,,,False,False
9307,felis_domesticus_s_000573.png,3,cat,2,bird,near_miss,1,automobile,True,,,True,True
9308,camion_s_000175.png,9,truck,9,truck,clean_hard,9,truck,True,,,False,True
9309,estate_car_s_001370.png,1,automobile,6,frog,gross,2,bird,True,,,False,True
9310,stallion_s_001779.png,7,horse,4,deer,ood,9,truck,True,meeting_room,,False,False
9311,tabby_cat_s_002840.png,3,cat,3,cat,clean,2,bird,True,,,False,False
9312,airliner_s_000173.png,0,airplane,0,airplane,clean,7,horse,True,,,False,False
9313,prunella_modularis_s_000020.png,2,bird,2,bird,clean,5,dog,True,,,False,False
9314,monoplane_s_000178.png,0,airplane,0,airplane,clean,4,deer,True,,,False,False
9315,arabian_s_001558.png,7,horse,4,deer,gross,1,automobile,True,,,False,True
9316,domestic_dog_s_001244.png,5,dog,8,ship,random_flip,9,truck,True,,,False,False
9317,compact_car_s_000671.png,1,automobile,1,automobile,clean,5,dog,True,,,False,False
9318,convertible_s_000050.png,1,automobile,5,dog,random_flip,5,dog,True,,,False,False
9319,bird_s_000747.png,2,bird,2,bird,clean_hard,8,ship,True,,,False,True
9320,bufo_marinus_s_000705.png,6,frog,6,frog,clean,1,automobile,True,,,False,False
9321,bullfrog_s_001206.png,6,frog,6,frog,clean_hard,1,automobile,True,,,True,True
9322,compact_s_001764.png,1,automobile,9,truck,near_miss,9,truck,True,,,False,True
9323,toad_s_002199.png,6,frog,6,frog,corrupted,1,automobile,True,,gaussian_noise,False,False
9324,ship_s_000825.png,8,ship,8,ship,clean,5,dog,True,,,False,False
9325,jumbo_jet_s_000412.png,0,airplane,0,airplane,clean_hard,3,cat,True,,,False,True
9326,tanker_s_001618.png,8,ship,6,frog,ood,0,airplane,True,jewelleryshop,,False,False
9327,estate_car_s_001598.png,1,automobile,6,frog,random_flip,2,bird,True,,,False,False
9328,airbus_s_001937.png,0,airplane,3,cat,near_miss,1,automobile,True,,,False,True
9329,quarter_horse_s_000620.png,7,horse,6,frog,gross,8,ship,True,,,False,True
9330,cassowary_s_000880.png,2,bird,2,bird,clean,5,dog,True,,,False,False
9331,lipizzan_s_002107.png,7,horse,7,horse,clean,4,deer,True,,,True,False
9332,tabby_cat_s_002322.png,3,cat,3,cat,clean_hard,3,cat,True,,,True,True
9333,passerine_s_000351.png,2,bird,6,frog,near_miss,8,ship,True,,,False,True
9334,tabby_cat_s_001330.png,3,cat,0,airplane,near_miss,1,automobile,True,,,True,True
9335,car_s_000978.png,1,automobile,1,automobile,clean_hard,7,horse,True,,,False,True
9336,truck_s_000043.png,9,truck,6,frog,random_flip,9,truck,True,,,False,False
9337,puppy_s_000697.png,5,dog,5,dog,corrupted,3,cat,True,,brightness_low,True,False
9338,tabby_cat_s_000449.png,3,cat,3,cat,clean_hard,7,horse,True,,,False,True
